loan_amnt,term,installment,emp_length,dti,open_acc,revol_util,total_acc,mort_acc,log_annual_inc,fico_score,log_revol_bal,charged_off
24700,36,887.65,5,5.52,9,57.7,13,1,4.69897869013879,692,3.94329661456665,1
8000,36,275.33,3,15.31,19,43.6,38,0,4.81292003804502,702,3.79768293491489,0
5000,36,201.17,1,9.6,9,57.7,21,0,4.17612021105608,667,3.4144719496293,0
20000,60,518.71,10,10.63,7,76.9,13,2,4.95449818535925,707,4.10339316997352,0
10000,36,349.65,4,0.69,5,17.3,5,0,4.96203768656501,722,3.02489596010748,1
15000,36,529.51,7,16.76,10,59.6,16,0,5.06070161681094,692,4.11988245798498,0
6000,36,205.01,2,12.15,24,46.3,48,10,5.1461311377706,667,4.55602494617557,0
20450,36,721.9,2,10.65,7,55.5,17,0,4.84510424417682,677,3.8165726960261,0
22000,60,609.5,10,16.98,6,29.6,25,0,4.85733852825718,772,3.62634036737504,0
15000,36,491.01,1,14.35,10,47.9,22,1,5.02119343518816,722,4.29627019752679,0
11200,60,266.39,0,14.42,9,12.5,27,2,4.76343548133428,767,2.88252453795488,0
11200,36,343.22,10,19.55,16,30.5,56,7,5.17318918313055,772,4.38583855008399,0
16000,60,372.13,5,26.88,12,34.1,24,4,4.95424733490676,767,4.52442208811275,0
12900,36,472.8,10,12.18,4,86,15,2,4.90309541563903,662,5.20135068783674,0
6000,36,194.03,4,11.28,15,21.7,24,1,4.84510424417682,752,3.81411435612912,0
16000,36,564.81,10,21.53,15,54.9,32,0,4.90309541563903,667,5.23434008761518,0
28000,36,998.14,2,4.87,6,64.2,20,2,5.35218444830477,672,3.79865064544526,0
10750,36,369.98,10,23.92,5,80.2,6,0,4.47713573096112,717,4.38050067489919,0
25525,36,961.53,7,17.57,11,30.2,17,1,5.1461311377706,712,3.48840968890319,0
1500,36,48.51,1,30.92,8,66.4,19,2,4.64346254670316,687,4.49602969903599,0
3200,36,109.34,6,14.72,6,10.6,21,1,4.71601169537145,762,3.38291713508753,0
35000,36,1318.45,7,17.42,14,33.7,44,1,5.07918486515322,732,3.95573584227766,1
3150,36,108.42,5,14.89,12,36.3,29,0,4.77815848856469,717,3.90805587409876,0
24000,36,785.62,10,3.94,8,30.2,21,3,5.50515133548804,687,3.47596158919242,0
20000,36,646.76,9,25.35,34,4.1,63,0,4.98731314543882,762,3.56026539786271,1
15000,36,529.51,7,9.65,6,23.9,22,4,4.69897869013879,672,3.25959387888594,0
27975,36,1032.83,6,1.95,5,34.4,9,0,4.84510424417682,727,3.86296575897776,0
10000,36,346.61,10,20.37,20,70.2,28,0,4.95424733490676,687,4.31011953734681,0
7000,36,244.76,10,12.64,15,19,21,0,4.79239869419147,667,3.21005084987513,0
8575,36,311.05,7,13.86,6,44,14,2,4.77815848856469,672,3.52426626876697,0
9600,36,348.22,10,18.89,9,54.9,23,0,5.04139663327193,667,3.80767030123048,0
10000,36,346.61,10,10.26,9,28.7,12,0,4.96848761836196,682,3.77742682238931,1
10000,60,255.25,3,13.48,9,10.2,15,1,4.80618675978215,717,3.24353410183206,0
13025,36,464.32,2,9.45,8,73.9,11,1,4.80618675978215,677,4.07547396458894,0
29850,60,807.38,8,39.99,13,31.9,25,2,4.81292003804502,737,3.96838954184706,1
20000,36,693.21,9,17.27,10,44.6,44,8,4.90309541563903,662,3.93470040171542,0
6000,36,203.18,NaN,6.41,8,8.6,29,5,4.69897869013879,672,3.652826302561,0
10500,36,374.31,10,11.77,12,18.1,45,7,4.97772817678564,667,3.40619942366331,1
3550,36,141.13,3,8.78,12,45.7,15,0,5.07555061091065,662,4.0334639660774,1
24000,60,612.59,6,23.5,12,71.5,19,2,4.89210017053276,667,4.45438746714695,1
2100,36,75.47,10,34.11,9,56.5,29,0,4.27877645795564,677,4.06792594968152,0
30000,36,1107.59,10,9.6,8,39.2,20,1,5.07918486515322,672,3.25719842613934,0
8200,36,292.32,10,10.62,9,75.1,27,3,5.161370997359,682,5.10250916893986,0
5000,36,172.09,1,36.66,2,0,20,1,4.41499005128352,662,0,1
10000,36,338.63,10,10.57,14,63.2,21,0,5.0000043429231,662,4.37021692081589,0
7800,36,272.73,0,4.17,6,13.8,15,1,4.91062974016947,697,2.85793526471942,1
10000,36,346.61,4,19.56,7,30.5,9,0,4.51852710011733,682,3.46671937168159,1
16125,36,563.81,10,4.07,8,55.6,29,4,5.43136537265408,687,3.67467746787319,0
2000,36,68.34,10,39.65,7,30.9,15,0,4.39795738010388,732,3.97326643610852,0
23600,36,864.97,9,10.53,5,45,23,9,4.87506705394618,667,3.7473341096159,0
5000,36,155.97,10,27.64,13,13.4,45,4,5.25527491784372,812,3.9258790893015,0
8400,36,301.88,10,36.9,14,79.2,29,2,4.54408045258678,662,4.2949949938591,0
35000,36,1269.56,7,13.08,15,71,41,3,5.09691348735001,682,4.1279789889169,0
6650,36,241.22,4,2.63,10,22,12,0,4.95424733490676,677,3.33765889102614,1
10000,36,349.65,2,35.33,8,21.8,24,3,4.84510424417682,682,3.50297305906563,0
20000,36,706.01,2,3.08,5,73.3,5,0,4.99123050724623,667,3.83365699689287,0
16000,36,541.81,1,20.14,13,18.3,22,1,4.87506705394618,717,3.71883371830386,0
5000,36,179.69,1,11.26,5,56.4,9,0,4.87506705394618,667,3.29556709996247,0
8000,36,270.91,8,14.42,10,37.3,28,2,4.76343548133428,667,3.78361776519074,0
30000,36,1099.53,6,30.78,11,78.5,21,1,5.11059307691009,667,4.23557894333012,0
2000,36,73.31,2,15.9,18,29.5,27,0,4.60853673035388,682,3.62572390952575,0
35000,60,1008.51,0,17.2,8,78.7,14,1,4.92942403503108,662,4.38990995177203,1
5250,36,187.16,1,19.05,28,49.1,62,0,4.90309541563903,672,3.56643749219507,0
14375,60,382.46,1,14.08,6,32.2,15,0,4.65322216465659,687,3.65369479531508,0
20000,36,683.36,8,15.92,9,59.8,28,7,4.87506705394618,662,4.31090562937614,0
7325,36,263.24,5,1.74,6,28.6,13,0,5.07918486515322,682,3.33223641549144,0
21000,36,769.68,10,11.15,15,27.9,33,2,5.06446173312872,692,3.87719851527178,0
16650,36,614.71,5,10.81,7,18.4,9,0,4.92942403503108,687,3.43727479741012,0
6000,36,211.81,3,19.46,6,84.6,39,2,4.90309541563903,677,3.56086269472746,1
5000,36,174.83,0,4.22,4,37.6,8,0,4.49137570310773,692,3.51014269940257,1
12000,36,423.61,8,23.84,15,34.3,24,0,4.56821346159708,712,3.89081209895512,0
5000,36,170.84,10,19.41,11,20.8,49,5,4.60207084855429,687,3.70926996097583,1
7575,36,299.19,2,34.28,19,39.6,34,0,4.30105170984522,682,3.86528168499561,0
14350,36,469.74,5,6.63,8,12.8,18,0,4.60207084855429,782,3.78561452494682,0
12500,36,445.6,8,9.19,8,75.3,13,0,5.39794174584649,682,4.66132986783116,1
6250,36,251.26,8,16.71,5,72.4,7,0,4.57979502526858,692,3.74601110775192,0
15000,36,534.72,3,37.83,10,34.9,29,3,4.60207084855429,732,3.68340729913209,0
13900,36,495.51,6,3.25,9,29.8,21,2,4.77815848856469,677,3.72402997293559,0
20000,36,654.68,2,6.18,19,28.4,57,0,5.13033698547925,752,4.11710550276125,0
3000,36,106.95,0,20.8,9,24.9,32,2,4.55631456433534,682,3.16076856186112,0
15000,36,512.52,3,23.24,10,1.7,11,0,4.62325963061961,752,2.76492298464988,0
6250,36,235.44,8,18.54,7,12.6,39,4,4.76343548133428,667,2.78247262416628,0
10975,36,408.99,10,4.37,8,75.2,45,6,4.90849038050582,662,3.75112507153558,0
23400,36,872.02,4,4.94,7,79.3,8,0,4.89210017053276,677,4.12733160938002,1
10000,36,341.68,8,21.29,8,78.4,39,4,4.84510424417682,692,4.0647199844409,1
30000,36,1178.25,4,16.49,13,70,66,6,5.25527491784372,692,4.14191987391388,1
5000,36,173.31,10,33.4,9,64,28,5,4.38022933693803,697,4.42823201325433,0
12000,36,388.06,10,17.6,18,34,36,0,5.12057722130309,712,4.21722065564451,0
16000,60,464.95,2,28.77,14,86.6,28,7,5.09691348735001,687,5.24475693046863,0
19200,60,497.96,8,24.55,5,77.8,22,4,4.71767882274023,662,3.82046419057768,1
15000,36,467.91,6,5.03,7,4.8,20,3,5.20412269698795,742,3.41630758705988,0
4000,36,143.75,10,20.67,20,66.4,36,3,4.65322216465659,662,3.7517408738109,0
15350,36,566.72,0,28.43,10,69.1,18,0,4.68125028508304,672,3.97945731809784,0
9575,36,360.69,3,20.3,15,9.9,36,0,4.66276727276334,672,3.15926633109349,1
5000,36,165.29,3,2.53,9,11.5,16,3,4.86923758853567,797,3.30016053695135,0
5000,36,168.45,6,18.53,5,30.3,9,0,4.77815848856469,757,3.74811046749498,0
4000,36,139.86,10,32.1,27,47.4,33,0,4.92942403503108,682,4.18653256459239,1
24000,36,793.37,4,7.95,4,84.4,14,5,5.1461311377706,662,3.22788670461367,0
16300,36,591.25,NaN,19.23,10,29,35,4,4.61279444913889,672,4.02783867818894,0
6000,36,198.35,5,19.33,7,69.8,11,0,4.44717354158246,702,4.02312894601049,0
35000,60,907.73,10,15.59,10,49.5,21,7,5.0000043429231,717,4.33915319625735,1
28900,60,863.4,3,25,8,40.4,37,2,4.92942403503108,667,3.91397271155097,1
24000,36,820.04,0,23.58,9,90.4,27,0,4.84510424417682,692,4.36589962072378,0
35000,36,1269.56,10,13.38,11,23.9,47,0,5.3242845135605,692,3.4889735247265,0
21075,36,793.9,4,39.01,7,31.6,14,0,4.79239869419147,687,3.71130095991616,1
11500,36,462.12,8,11.35,19,16.9,26,0,4.55631456433534,697,4.03992941410856,1
3000,36,101.07,0,16.94,9,25.8,15,2,4.54408045258678,717,3.5633624094866,0
25000,36,922.99,4,10.48,8,68.7,18,0,5.39794174584649,682,3.80563676630593,1
16000,36,575,10,10.13,6,11.2,39,10,4.77815848856469,662,3.39410130204004,0
29975,36,1117.04,1,19.48,12,69.3,16,0,4.77815848856469,707,4.57647956518024,0
10300,36,373.62,10,6.55,6,94,30,11,5.0000043429231,662,4.79620648405836,0
2500,36,86.05,NaN,23.33,6,22.9,17,3,4.61109636733174,667,3.19200959265367,0
5000,36,179.69,4,1.8,4,66,5,0,4.69897869013879,687,3.7488080049586,0
25000,60,720.37,4,16.47,11,43.4,33,3,4.90309541563903,737,4.10741349748814,0
7600,36,257.36,10,13.44,8,48.1,13,1,4.47713573096112,722,3.9397188823541,0
24000,36,879.63,10,21.54,6,74.7,18,1,5.04139663327193,677,4.10390629808871,0
12000,60,293.67,10,6.83,8,52.8,24,0,5.25527491784372,672,3.64669773129933,0
24350,60,595.91,2,3.57,6,34.4,24,3,5.39794174584649,747,3.56655533088305,0
5000,36,169.32,10,9.93,12,69.6,20,0,4.81292003804502,677,3.76185269446638,1
18600,36,686.71,2,8.52,9,35.7,23,3,4.90309541563903,662,3.73695395378314,1
5000,36,170.84,0,18.6,7,44.4,23,2,4.55631456433534,692,4.13583204971268,0
29975,36,1068.55,1,14.27,11,43.2,19,3,4.77815848856469,727,4.53286898704597,0
20000,36,693.21,4,29.44,25,58.1,35,1,5.09691348735001,682,4.47882612895619,0
35000,36,1282.79,2,17.36,13,45.2,31,2,5.0000043429231,687,4.21937492462625,0
11850,36,410.73,10,9.84,7,34.9,11,1,4.74037058568576,672,3.68957521575993,0
3000,36,93.59,10,18.9,20,31.7,51,4,5.07918486515322,752,4.45909078960058,0
10000,36,338.63,7,12.89,11,60.8,17,0,4.69897869013879,662,4.25947441953107,0
11925,36,444.4,5,9.91,15,31.9,25,3,4.92942403503108,717,3.34908316877959,0
20000,60,510.49,0,15.54,11,82,29,0,4.77815848856469,727,3.6992305028834,1
35000,36,1170.71,6,12.96,16,22.1,39,4,5.25527491784372,752,4.11149774880803,0
16000,36,517.41,7,22.32,10,67.7,28,3,4.90309541563903,707,4.62722243379175,0
9400,36,347.05,10,26.93,6,102.2,22,4,4.58755382747948,687,3.91782048199369,1
8000,36,269.52,5,7.71,11,48.1,14,0,4.77815848856469,682,4.04174787172326,0
8800,36,336.76,0,1.88,3,70.9,4,0,4.50516354981041,692,3.29776051109913,0
16000,36,602.72,5,19.39,6,0,13,0,5.30103216713096,687,0,1
8000,36,282.41,5,19.65,8,48,16,0,5.05690866092048,712,3.70268896815913,0
25000,36,874.12,0,8.04,9,29.8,34,3,5.04139663327193,662,3.87788942537148,0
4000,36,143.75,10,3.24,14,22.3,23,0,4.77815848856469,692,3.58916739054604,0
12000,36,382.55,10,4.38,8,24.1,15,0,4.77815848856469,722,4.1279466428489,0
10000,36,346.61,1,22.08,18,31.7,42,0,4.77815848856469,692,4.0108085975122,0
20000,36,623.88,4,6.05,7,20,22,4,5.17609415434257,797,4.45519520192757,0
6000,36,205.01,4,14.47,11,46.8,13,1,4.85733852825718,692,3.73846343946195,0
12000,36,410.02,9,30.44,23,70.9,46,3,4.98677621150586,697,4.68849101198433,0
33500,36,1203.9,2,20.19,8,85.4,22,0,4.97772817678564,722,4.29824157849648,1
4000,36,134.76,NaN,21.2,5,63.1,12,0,4.33831701885409,697,4.00389116623691,0
28000,36,873.42,10,8.68,11,38.7,28,3,5.60206107706281,722,4.34395972900714,0
8050,36,289.3,2,28.37,10,24.8,17,2,4.87795270383588,717,3.11826472608947,0
30000,36,1059.02,8,14.37,29,30.5,34,1,5.35218444830477,712,4.42678769045799,0
27325,60,716.67,10,19.94,13,70.3,30,1,4.77815848856469,697,4.10212485573452,0
10000,60,288.15,10,7.39,10,63.7,27,5,5.0000043429231,662,4.03742649794062,1
35000,60,832.47,6,25.47,9,83.3,21,3,5.40654188354623,732,4.94398887507377,1
16000,36,528.92,5,11.63,15,9.4,26,2,4.88649636532393,752,3.45742769294648,1
8000,36,314.2,7,9.7,7,32.4,18,2,4.89763258865415,687,3.84366872297914,0
24725,36,888.55,0,6.85,13,12.3,48,5,5.60206107706281,662,3.55242484570408,1
17550,60,441.56,4,39.23,7,85.1,15,3,4.64346254670316,672,4.34660721660613,1
8000,36,258.71,8,11.16,13,19.9,35,3,4.84510424417682,772,3.91264710621831,0
10000,36,346.61,10,22.48,7,34.4,17,3,4.65322216465659,667,3.38810120157051,1
8000,36,293.21,1,36.76,11,62.2,19,0,4.63246741548123,687,4.19345854260921,0
20000,36,745.32,4,27.78,11,57.5,46,6,4.86923758853567,662,3.97708312031585,0
24000,36,808.54,10,14.45,6,12.5,16,0,4.87506705394618,782,3.79823617636793,0
11975,36,472.97,4,14.12,10,22.6,12,0,4.74819578219556,702,3.58229068271899,0
19850,60,499.43,3,20.58,13,44.7,38,4,4.86094260267655,712,4.07477988233193,1
7650,36,280.38,7,13,6,84.2,7,0,4.77815848856469,687,3.84422858130162,0
2800,36,97.91,0,11.44,6,43.1,15,0,4.65322216465659,667,3.60734777676841,1
4000,36,138.65,2,12.06,12,23.1,18,1,4.60207084855429,667,3.50987428500471,1
25000,36,882.51,2,12.91,5,43.5,14,1,5.01703751518718,667,4.02251085043403,1
5025,36,187.26,7,9.47,5,28.6,8,0,4.85733852825718,667,2.87563993700416,1
21000,36,769.68,10,38.91,22,68.4,45,1,5.25527491784372,662,4.39459175322927,0
21000,60,528.37,6,19.87,10,63.7,16,2,4.95424733490676,682,3.83733586801501,1
16950,36,681.4,0,20.88,7,65.6,14,0,4.69897869013879,667,4.10479428648627,0
35000,36,1362.7,10,9.83,5,73,35,5,4.95424733490676,697,4.08077074684072,0
22400,36,827,6,19.35,20,16,28,2,4.74819578219556,717,4.188309630194,1
23025,36,925.25,4,9.35,9,50.4,9,1,4.96766027923596,702,3.94021755559973,1
20400,36,733.12,10,34.84,7,83.3,23,1,4.77815848856469,677,4.64884770837289,0
30000,36,1168.03,10,7.27,11,42.2,30,5,5.38021305126817,677,5.01731303508228,0
14500,60,425.51,10,4.9,4,7.6,15,2,5.0000043429231,672,2.45178643552429,1
20000,36,630.34,10,24.71,38,32.5,89,4,5.25527491784372,727,4.96381142966516,0
10875,36,387.67,5,12.49,4,0,24,1,4.53760504215177,697,0,0
12275,36,477.92,6,23.68,10,26,16,0,4.68125028508304,722,3.70808081046823,1
20000,36,668.98,10,9.45,9,53.4,17,2,5.3765787818194,697,4.71224551873912,0
15000,36,512.52,9,10.69,7,17.3,15,0,5.11330480428896,757,3.63113925025681,1
10000,36,334.49,10,16.09,22,44.2,37,2,5.0000043429231,692,4.20876373266163,0
30000,36,1117.97,4,6.86,5,75.9,7,0,5.0000043429231,672,3.76656155263753,0
16750,60,394.02,1,6.51,8,46.6,26,0,4.62325963061961,677,3.50064806337191,1
5000,36,161.69,7,3.69,11,71.1,29,6,5.16435583039398,712,3.6445370577784,0
8400,36,289.1,5,5.48,9,48.4,21,0,5.35218444830477,692,4.00130093302041,0
11175,36,447.7,7,3.45,4,67.5,7,0,4.51852710011733,662,3.73774907389155,0
16325,60,474.39,3,15.24,7,43.8,9,0,4.77815848856469,702,4.13110516209373,1
14700,36,584.4,10,6.07,9,60.9,10,0,4.84510424417682,687,3.99681802187951,0
9000,36,304.77,0,13.95,7,19.3,28,0,4.68125028508304,752,3.07881918309884,0
18000,36,652.92,3,15.54,6,23.5,16,0,4.69897869013879,702,3.61867553888513,1
20000,60,482.23,10,5.72,8,62,17,1,5.04139663327193,662,4.08221071660124,1
25000,60,692.61,5,33.61,10,33.1,26,6,4.95424733490676,707,4.38596357060069,0
6000,36,205.01,10,9.63,7,46.6,25,1,4.90309541563903,677,3.83853427051186,0
12000,36,423.61,10,26.55,11,29.1,43,5,4.59107574263968,677,3.62510657540346,0
1175,36,43.39,6,9.64,5,51.9,8,0,4.90309541563903,692,3.01703333929878,0
20000,36,718.75,0,12.77,5,52.1,11,2,4.85733852825718,687,3.54307423503353,1
15000,36,539.06,2,20.69,19,66.4,25,0,4.62325963061961,687,4.34953006379626,1
28000,36,979.02,9,4.61,10,25.5,13,1,5.24304053036195,702,4.19203750271324,0
16000,36,546.69,0,24.19,6,41.3,17,0,4.65322216465659,697,3.87098881376057,1
17625,36,628.3,7,4.32,7,0,13,0,4.71601169537145,667,3.93379088414342,1
8000,36,282.41,4,16.37,6,60.9,12,2,4.55631456433534,662,3.31638975107319,0
18000,36,646.87,4,3.26,6,35.7,20,1,4.79934744296207,677,3.63598611180083,0
12075,36,438,0,11.71,11,21.3,12,0,4.84510424417682,702,3.94826621988029,0
21550,60,642.67,7,20.59,18,45.4,20,0,4.77815848856469,682,4.48098372529553,1
30000,60,871.77,10,14.25,16,72.8,32,2,5.07918486515322,682,4.14323345465317,0
8200,36,328.51,5,7.29,5,77.7,5,0,4.41499005128352,677,3.64620761220668,0
21000,36,707.48,10,11.21,9,3.3,37,3,4.95424733490676,772,3.04960561259497,0
17100,36,631.33,7,16.14,7,57.4,21,7,4.86923758853567,697,3.85235798366782,1
5000,36,173.31,1,13.85,8,50.1,28,2,4.90309541563903,667,3.91243463337557,0
35000,36,1179.12,5,24.81,16,23.7,45,4,5.30319821808417,782,3.99956548822598,0
6000,36,182.62,3,7.56,15,29.2,29,2,5.13033698547925,742,4.23436540574163,0
15000,60,393.42,10,20.66,15,87.1,33,5,4.92428445620351,672,4.53790720385597,1
9000,36,323.44,5,14.13,21,50.6,25,1,5.25527491784372,702,4.13703745478951,0
16000,60,414.97,7,21.81,9,64.5,23,0,4.84510424417682,672,3.31470969295517,1
14525,36,512.74,7,21.32,11,53.3,31,0,4.51055841415043,672,4.22336612643986,0
35000,36,1406.45,10,8.51,8,84.5,32,12,5.32200002407961,662,4.50346381815321,0
6850,36,258.04,10,24.29,15,35,46,3,4.68931774031055,677,3.53982855837789,0
35000,36,1223.77,1,13.02,16,52,36,1,5.17609415434257,702,4.51225736129396,0
35000,36,1257.8,3,8.54,5,23.6,7,0,5.17609415434257,702,4.23052555481938,1
20000,60,532.11,NaN,30.59,10,75,27,0,4.79934744296207,682,4.24216858997366,1
9450,36,336.88,10,16.91,18,52.6,40,1,4.65322216465659,672,3.67061688640032,1
18650,36,676.49,9,21.62,12,34.4,16,0,4.89210017053276,672,3.77945218340406,0
35000,36,1145.69,8,24.74,30,13,58,5,5.27646410202156,737,4.17914948036114,0
3000,36,101.07,NaN,20.76,13,51.7,28,0,4.60207084855429,712,4.03350417294517,0
10000,36,346.61,8,12.21,21,59.9,28,0,5.2278892743959,702,4.58540432396495,0
12000,36,413,10,20.28,6,71.1,23,2,4.60207084855429,667,3.99149188891015,0
6000,36,207.97,0,30.68,10,15.6,13,0,4.39795738010388,712,3.35160307241912,1
11500,60,285.75,4,22.8,9,67.3,18,3,4.59107574263968,682,3.84540813962179,1
3000,36,108.82,5,9.55,13,33.2,30,0,4.81292003804502,662,3.58194965837331,1
10000,36,353.01,10,39.29,12,42.5,26,0,4.55268038105335,662,4.058426024457,1
5325,36,191.37,9,14.16,10,9.8,19,0,5.07918486515322,662,2.89982050242709,1
35000,36,1247.68,10,4.01,16,15.9,59,4,5.38021305126817,702,3.67403400043125,1
9975,36,345.74,1,13.92,11,85,34,3,4.95424733490676,662,3.79274178583474,0
12925,60,383.7,10,3.92,5,69.3,10,0,4.77815848856469,662,3.48429983934678,1
5000,36,194.68,8,19.94,5,80.1,9,0,4.74713202903296,662,3.30168094929357,0
12975,36,462.53,10,9.53,5,28.7,13,3,5.07918486515322,712,3.59813364581323,0
15000,36,519.91,10,26.43,18,43.6,32,0,4.68125028508304,697,4.43018797034349,0
7200,36,271.23,2,1.13,2,14.5,5,0,4.20414712521284,737,3.00086772153122,0
35000,36,1257.8,8,14.31,8,55,20,0,4.87506705394618,702,4.01464652468403,1
12000,36,410.02,10,15.14,20,18.1,36,0,4.77815848856469,662,3.96707973414449,0
6875,36,253.83,3,26.09,23,25.2,33,0,4.55645930102074,692,3.77930782758358,0
8050,36,292,4,12.73,18,66.9,39,2,4.95424733490676,662,3.51574141666936,0
23900,36,960.79,2,7.27,8,49.3,10,1,4.90309541563903,712,3.73399928653838,0
16800,60,422.69,8,19.11,16,31.8,33,0,4.69897869013879,712,3.84720236398092,1
3450,36,123.99,2,9.05,3,55.7,5,0,4.38022933693803,662,3.54567814979202,0
5600,36,201.25,10,23.36,22,72.6,51,1,4.72016757560302,692,4.32662256451565,1
25900,36,884.95,0,17.16,15,46.2,38,1,4.95424733490676,662,4.57573037401995,1
11375,36,435.3,3,35.12,14,21.2,17,0,4.69897869013879,707,3.74437122733186,0
8000,36,273.35,10,23.59,11,41.2,26,0,4.54408045258678,702,4.43603536260786,0
9000,36,307.52,0,21.06,10,31.5,30,0,4.82608128465964,727,4.21388947082633,0
8350,36,300.08,5,17.82,14,24.9,27,1,4.77085937250318,737,3.85174741913326,0
12000,60,298.17,10,23.72,8,79.9,16,2,4.87506705394618,692,4.16271372558307,0
11975,60,357.34,0,5.67,7,44,9,0,4.60207084855429,712,3.69618158716852,0
5000,36,172.09,NaN,19.46,8,82.8,21,0,4.4500180391562,682,3.78146814284179,1
20000,36,733.02,10,18.22,4,21.7,12,0,4.69897869013879,717,3.13608609738409,0
16000,36,586.42,5,4.57,11,66.3,33,0,5.30103216713096,672,4.47539512752136,0
15000,36,507.95,10,16.3,11,69.4,31,10,5.16732028912235,722,4.30668231101905,0
7500,36,269.53,2,13.1,14,64.6,32,0,5.0000043429231,662,4.09124476590796,0
28000,36,1071.51,2,26.12,17,55.3,39,1,5.09691348735001,702,4.23972480428646,0
10000,36,356.48,4,7.58,6,32.7,12,1,5.04139663327193,707,3.69940408181533,0
15000,36,544.1,2,22.43,14,78.5,29,0,4.68125028508304,677,4.0909278525816,0
16450,36,566.15,3,28.32,18,46.3,44,1,4.74037058568576,727,4.52339524845532,0
5000,36,174.83,1,20.38,14,41.6,18,0,4.69897869013879,682,3.91592721169711,0
20000,36,693.21,1,3.2,5,26.8,8,0,4.65322216465659,682,3.24748226067705,0
6500,36,222.1,10,35.75,9,78.4,31,2,4.80141057085545,687,4.21237407120065,0
10000,36,344.17,4,6.02,10,34.2,14,0,4.69020494309076,677,3.84565605998354,0
15000,36,524.48,2,16.2,15,42.4,17,0,4.97772817678564,717,4.40939203061915,0
12000,60,306.3,10,21.98,14,63.9,22,0,4.92942403503108,687,4.30965145584931,1
12850,36,510.85,6,10.38,8,41.2,10,0,4.85733852825718,682,3.7183355789085,0
28000,36,1043.44,10,24.53,12,17.9,40,4,5.04139663327193,732,3.11058971029924,1
10200,60,232.03,0,6.77,7,36.8,19,1,4.65322216465659,727,3.76782349800751,1
6100,36,188.69,10,14.91,15,59.5,22,0,4.77815848856469,697,4.59044055654997,0
5000,36,179.69,6,18.86,7,65.2,17,1,4.74819578219556,667,3.76402660769203,0
10000,36,336.9,8,27.88,7,95.8,10,0,4.63749973618252,682,4.48115587082803,0
3000,36,100.35,7,13.9,10,39.1,27,1,5.17609415434257,662,3.78010119146791,0
14950,36,537.26,3,7.36,5,71.8,10,0,4.96379254791209,667,3.64167237322468,0
21000,60,499.48,10,5.46,14,49.9,33,2,5.43933427308005,707,4.25570658258262,1
8925,36,323.74,0,27.02,10,53.5,20,0,4.47364751985722,692,3.82904633685318,0
4200,36,141.5,10,6.29,7,21.5,22,5,5.00860442953008,772,3.61878002450621,0
4725,36,169.81,7,5.01,7,20.8,19,3,4.92434649310271,697,2.68033551341456,0
9600,36,328.02,10,20.97,22,40.8,82,5,4.78533695453408,672,3.886885358986,1
12000,36,406.36,5,5.09,7,56.5,30,1,4.99607803684946,687,4.08012119950948,0
10475,36,394.6,2,4.56,4,28.8,4,0,4.54408045258678,687,3.54924855685405,0
10000,36,315.17,3,22.69,9,0,19,0,5.30103216713096,762,5.5743473190818,0
27975,36,1070.55,3,3.93,8,12.2,12,0,4.84510424417682,787,3.77195474896394,0
9500,36,329.28,NaN,1.03,4,58.4,14,0,4.95424733490676,707,3.44808766669234,1
5375,36,193.17,0,29.37,11,25.1,22,4,4.72754938980787,682,5.25518563751987,1
